product_id,vendor_id,is_default
9f799039-973d-4545-bb24-bbc30d860f5e,d64946b5-b838-491b-998d-6256313861d6,true
a0b87cfb-8e7c-4575-93ff-7a46757084ba,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
a0c20750-6a6f-4ac5-b85e-83c6dd16bc0e,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
a0c31620-c594-4840-b1a6-b95baa270fe7,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
a30be93e-090c-4429-a565-7ba20e92fe14,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
a591f72f-13d4-46f5-ad4b-94a04283411f,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
a5e88e79-4e6d-4a8e-84a6-d08bcdb4a6cc,a0a55973-9f1c-41e7-9801-63264b9e2828,true
a61c1511-caeb-4fdc-b053-b46ce9c952d6,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
a82f90aa-f912-404b-afba-dcb1276e1a98,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
a880673c-7c98-4105-bed0-b1b0e6eba86d,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
a9230787-5a4b-4445-a2b9-d6af6bae5b77,62894ceb-1958-4f50-aed7-d824d2a19b08,true
a9edf206-5850-4360-bf34-66556610ad0f,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
ab22297d-ea7f-4d36-afd7-c77970f3484a,62894ceb-1958-4f50-aed7-d824d2a19b08,true
addc6b3c-ddd5-430d-9395-a2097d96c1fc,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
af9ee796-a242-489d-b69d-1e7b9e5ac2a4,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
b077c55c-4520-495e-b1fa-c24c5e162ddc,62894ceb-1958-4f50-aed7-d824d2a19b08,true
b2528a1b-c9ee-4d29-8ff0-bba064e85c24,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
b293e5a7-0455-478c-8a04-cfae7d17d5fd,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
b3dd09e4-700e-43db-9605-084177d2a1b8,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
b3e55cec-793b-46a3-af32-7ff5dbb0341e,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
b44e6935-e5b1-48d4-aff3-cf6d079bb468,d64946b5-b838-491b-998d-6256313861d6,true
b4af205a-66d8-47b0-a8a5-ec0d7d7c214f,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
b4cd7846-2210-4c01-8f8a-2f0d699b45ff,62894ceb-1958-4f50-aed7-d824d2a19b08,true
b52c0b1a-4151-48ef-89d9-5d1a4c4cce78,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
b6db5b7a-1342-4ccc-89fb-749b507588c2,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
b889a238-e13d-4b80-84ca-718a55b2c4ff,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
b9060cc0-bac1-4675-b20b-b59a12cb9e65,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
ba0ab603-d4fa-4351-860e-b076ca6516a8,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
ba0df439-eafb-464a-8398-1577fef1f02e,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
ba138c55-cab6-4cfd-9c40-6188ca075884,a0a55973-9f1c-41e7-9801-63264b9e2828,true
ba3c5386-e400-45f3-bb00-c9bfe8bca0ef,7f954bf9-4d27-40a3-9f83-a4abeaa1edba,true
bb5e5b73-ebc5-435a-80fc-0c63dbab5cde,d64946b5-b838-491b-998d-6256313861d6,true
bbe68497-c5af-4313-82d3-f3e213105c6e,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
bc442f9f-1eb0-4a66-b942-2321314c8845,7f954bf9-4d27-40a3-9f83-a4abeaa1edba,true
bc83c708-fe34-45c1-9d8d-25ed775f7bdf,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
be9bb50b-fdf9-46f4-a46d-0d04078edcfa,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
c0659a33-0812-4bda-bd17-2be575b00cc3,7f954bf9-4d27-40a3-9f83-a4abeaa1edba,true
c1309961-36bb-458f-a2af-4d2298030320,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
c287b4b7-61b7-4d68-9c07-464f1efdabdf,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
c2c9dc02-a0b4-4d12-bcbe-b3425dca2182,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
c3aa4ea0-6b85-4202-ba80-dfa3a682d63b,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
c3b2001f-373e-4d07-9722-e85cb3175706,75e2ae60-280c-4145-8766-6f32bc4b7d8d,true
c40ca9b9-4e41-40c9-974e-7415d022ee42,d64946b5-b838-491b-998d-6256313861d6,true
c490396b-fc2f-41df-b3f2-dc798f9449d7,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
c529d6cc-c6f4-4ea7-802a-9063641b048f,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
c701f163-5ff4-46f5-8a51-3ff82ee7c0c0,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
c9a46cce-cd93-46e2-8af5-26c05ebcaf03,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
ca1fb969-4abc-46ba-8c74-4eded97641aa,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
cae21f27-d5b4-42b7-bb42-f1dbb86e740a,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
cb6544fe-f869-4c00-a1e7-37a6f036fba1,62894ceb-1958-4f50-aed7-d824d2a19b08,true
cb654684-c61c-4349-afa9-cb811fffdf1f,d64946b5-b838-491b-998d-6256313861d6,true
cbaa7e77-00c4-4d08-8f97-552727ab9cab,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
ccc6716d-9248-47ac-9004-8d7e8b540bb2,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
cdaaa859-4bd6-4ba6-8c60-3aab4d31fe19,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
ce5722f4-06d8-4e16-9181-38b8eec7c1fd,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
cf3f2381-9533-4325-86f1-153bf0af7b95,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
cf734d5c-adb8-4e73-9131-70487ab1390b,62894ceb-1958-4f50-aed7-d824d2a19b08,true
d0043869-3ab9-41ba-9454-34c1f2024d34,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
d046d3a9-6302-4ab7-94c3-738ff337b1bf,d64946b5-b838-491b-998d-6256313861d6,true
d1550ace-3001-48e4-8b58-f6e408be73bf,62894ceb-1958-4f50-aed7-d824d2a19b08,true
d42dda5d-bda3-4b71-a325-876b28e66067,7204e754-cfcd-4902-996d-064881800543,true
d4ea4b3a-3947-4d1a-846d-308d3bee5405,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
d64bb7cc-0ba5-4622-a84d-2147b71f8a74,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
d79d8d75-34ba-4d9f-86ef-2728ca5ada65,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
d79f31fd-cea0-45dd-9da7-9666d32c2422,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
d7b0b13b-63cf-46d1-bb67-77a41bdbeb99,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
d904d0a2-4e1b-417e-a658-751b1d2e760e,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
daca3c33-ab90-4227-bf42-c716369eea0c,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
db490430-57a3-4f99-83d8-d4bb30a5ac78,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
deefc07e-cb24-4123-877f-57a260406145,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
dff41fe6-c95d-4562-943c-a4ec451bccef,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
e175573a-0342-4564-abcb-97215e363f57,75e2ae60-280c-4145-8766-6f32bc4b7d8d,true
e1a61549-2a68-4a28-aa00-f8cbc8d57b37,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
e246b154-e3b9-491e-a516-4c8dc37223f4,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
e53f9d3b-5fe4-45e3-a351-8b87f04b6ddc,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
e5a267dc-ffa2-4399-a927-03968f9bd74b,75e2ae60-280c-4145-8766-6f32bc4b7d8d,true
e6697657-040b-4725-8e05-a3dc38705e89,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
e834dc81-a9f1-4975-b8b2-a3d95f2ed6ee,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
ea8e871f-65ac-4355-8a6b-5c551f6f7332,62894ceb-1958-4f50-aed7-d824d2a19b08,true
eff872b7-0a23-4214-86ac-c0e0d446ae6e,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
f2a06969-e893-427c-9673-b275d34d1b6f,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
f720f77b-8af2-46d6-bcb9-6ab524192945,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
f7bd60a0-01c4-4df2-ae62-447979075e15,d64946b5-b838-491b-998d-6256313861d6,true
f86cc687-5f6e-4c17-b065-9d42383b55b1,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
f870c49e-3808-42a0-81e3-01fdde56092e,a0a55973-9f1c-41e7-9801-63264b9e2828,true
f882671e-08b1-49ee-b38c-d27c6b959475,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
f92d4cd8-4fca-4ec7-b967-4c5abd7647a3,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
fae5104d-d3ee-46c6-b6aa-51c3534d6f42,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
fb2e0575-c486-463b-95b0-c1bcd5c3d877,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
fba9f441-0a1a-418a-8496-adf34d341281,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
fbb39c4a-f2f5-49af-875a-aed3a84d7d9f,62894ceb-1958-4f50-aed7-d824d2a19b08,true
fea983b2-4169-4699-9680-e79713c0357e,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
fed7410e-11ee-409b-b066-3b5992fe5c71,62894ceb-1958-4f50-aed7-d824d2a19b08,true
ff09fdae-02d9-4836-8f95-193aafea71c5,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
ff94aa20-3a04-4e24-b19f-cfffc50ecaba,d5b38434-75c1-46b6-bcfc-c934597f29ec,true
